rate_plan_id,utility_name,rate_plan_name,interval,start_time,end_time,price
6915de54881cbc6041e4c8dd,San Diego Gas & Electric Co,TOU-DR1 - Residential Time of Use,19,2026-07-15T19:00:00.000Z,2026-07-15T20:00:00.000Z,0.458
6915de54881cbc6041e4c8dd,San Diego Gas & Electric Co,TOU-DR1 - Residential Time of Use,20,2026-07-15T20:00:00.000Z,2026-07-15T21:00:00.000Z,0.458
6915de54881cbc6041e4c8dd,San Diego Gas & Electric Co,TOU-DR1 - Residential Time of Use,21,2026-07-15T21:00:00.000Z,2026-07-15T22:00:00.000Z,0.393
6915de54881cbc6041e4c8dd,San Diego Gas & Electric Co,TOU-DR1 - Residential Time of Use,22,2026-07-15T22:00:00.000Z,2026-07-15T23:00:00.000Z,0.393
6915de54881cbc6041e4c8dd,San Diego Gas & Electric Co,TOU-DR1 - Residential Time of Use,23,2026-07-15T23:00:00.000Z,2026-07-16T00:00:00.000Z,0.393
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,0,2026-07-15T00:00:00.000Z,2026-07-15T01:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,1,2026-07-15T01:00:00.000Z,2026-07-15T02:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,2,2026-07-15T02:00:00.000Z,2026-07-15T03:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,3,2026-07-15T03:00:00.000Z,2026-07-15T04:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,4,2026-07-15T04:00:00.000Z,2026-07-15T05:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,5,2026-07-15T05:00:00.000Z,2026-07-15T06:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,6,2026-07-15T06:00:00.000Z,2026-07-15T07:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,7,2026-07-15T07:00:00.000Z,2026-07-15T08:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,8,2026-07-15T08:00:00.000Z,2026-07-15T09:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,9,2026-07-15T09:00:00.000Z,2026-07-15T10:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,10,2026-07-15T10:00:00.000Z,2026-07-15T11:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,11,2026-07-15T11:00:00.000Z,2026-07-15T12:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,12,2026-07-15T12:00:00.000Z,2026-07-15T13:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,13,2026-07-15T13:00:00.000Z,2026-07-15T14:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,14,2026-07-15T14:00:00.000Z,2026-07-15T15:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,15,2026-07-15T15:00:00.000Z,2026-07-15T16:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,16,2026-07-15T16:00:00.000Z,2026-07-15T17:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,17,2026-07-15T17:00:00.000Z,2026-07-15T18:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,18,2026-07-15T18:00:00.000Z,2026-07-15T19:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,19,2026-07-15T19:00:00.000Z,2026-07-15T20:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,20,2026-07-15T20:00:00.000Z,2026-07-15T21:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,21,2026-07-15T21:00:00.000Z,2026-07-15T22:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,22,2026-07-15T22:00:00.000Z,2026-07-15T23:00:00.000Z,0.0963
6915de99881cbc6041e4c994,Con Edison,SC-1 - Residential & Religious Service [NYC] Low Income Rate,23,2026-07-15T23:00:00.000Z,2026-07-16T00:00:00.000Z,0.0963
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,0,2026-07-15T00:00:00.000Z,2026-07-15T01:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,1,2026-07-15T01:00:00.000Z,2026-07-15T02:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,2,2026-07-15T02:00:00.000Z,2026-07-15T03:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,3,2026-07-15T03:00:00.000Z,2026-07-15T04:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,4,2026-07-15T04:00:00.000Z,2026-07-15T05:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,5,2026-07-15T05:00:00.000Z,2026-07-15T06:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,6,2026-07-15T06:00:00.000Z,2026-07-15T07:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,7,2026-07-15T07:00:00.000Z,2026-07-15T08:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,8,2026-07-15T08:00:00.000Z,2026-07-15T09:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,9,2026-07-15T09:00:00.000Z,2026-07-15T10:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,10,2026-07-15T10:00:00.000Z,2026-07-15T11:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,11,2026-07-15T11:00:00.000Z,2026-07-15T12:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,12,2026-07-15T12:00:00.000Z,2026-07-15T13:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,13,2026-07-15T13:00:00.000Z,2026-07-15T14:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,14,2026-07-15T14:00:00.000Z,2026-07-15T15:00:00.000Z,0.2897
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,15,2026-07-15T15:00:00.000Z,2026-07-15T16:00:00.000Z,0.2897
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,16,2026-07-15T16:00:00.000Z,2026-07-15T17:00:00.000Z,0.2897
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,17,2026-07-15T17:00:00.000Z,2026-07-15T18:00:00.000Z,0.2897
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,18,2026-07-15T18:00:00.000Z,2026-07-15T19:00:00.000Z,0.2897
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,19,2026-07-15T19:00:00.000Z,2026-07-15T20:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,20,2026-07-15T20:00:00.000Z,2026-07-15T21:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,21,2026-07-15T21:00:00.000Z,2026-07-15T22:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,22,2026-07-15T22:00:00.000Z,2026-07-15T23:00:00.000Z,0.0448
6915de48881cbc6041e4c8a2,Potomac Electric Power Co,RESIDENTIAL TIME-OF-USE PILOT PROGRAM R-TOU-P,23,2026-07-15T23:00:00.000Z,2026-07-16T00:00:00.000Z,0.0448
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,0,2026-07-15T00:00:00.000Z,2026-07-15T01:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,1,2026-07-15T01:00:00.000Z,2026-07-15T02:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,2,2026-07-15T02:00:00.000Z,2026-07-15T03:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,3,2026-07-15T03:00:00.000Z,2026-07-15T04:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,4,2026-07-15T04:00:00.000Z,2026-07-15T05:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,5,2026-07-15T05:00:00.000Z,2026-07-15T06:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,6,2026-07-15T06:00:00.000Z,2026-07-15T07:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,7,2026-07-15T07:00:00.000Z,2026-07-15T08:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,8,2026-07-15T08:00:00.000Z,2026-07-15T09:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,9,2026-07-15T09:00:00.000Z,2026-07-15T10:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,10,2026-07-15T10:00:00.000Z,2026-07-15T11:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,11,2026-07-15T11:00:00.000Z,2026-07-15T12:00:00.000Z,0.2202
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,12,2026-07-15T12:00:00.000Z,2026-07-15T13:00:00.000Z,0.2202
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,13,2026-07-15T13:00:00.000Z,2026-07-15T14:00:00.000Z,0.2202
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,14,2026-07-15T14:00:00.000Z,2026-07-15T15:00:00.000Z,0.2202
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,15,2026-07-15T15:00:00.000Z,2026-07-15T16:00:00.000Z,0.2202
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,16,2026-07-15T16:00:00.000Z,2026-07-15T17:00:00.000Z,0.2202
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,17,2026-07-15T17:00:00.000Z,2026-07-15T18:00:00.000Z,0.2202
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,18,2026-07-15T18:00:00.000Z,2026-07-15T19:00:00.000Z,0.2202
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,19,2026-07-15T19:00:00.000Z,2026-07-15T20:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,20,2026-07-15T20:00:00.000Z,2026-07-15T21:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,21,2026-07-15T21:00:00.000Z,2026-07-15T22:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,22,2026-07-15T22:00:00.000Z,2026-07-15T23:00:00.000Z,0.1197
6915de9e881cbc6041e4c9b2,Detroit Edison Co,Residential Time of Day (Full Service)-D1.2,23,2026-07-15T23:00:00.000Z,2026-07-16T00:00:00.000Z,0.1197
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,0,2026-07-15T00:00:00.000Z,2026-07-15T01:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,1,2026-07-15T01:00:00.000Z,2026-07-15T02:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,2,2026-07-15T02:00:00.000Z,2026-07-15T03:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,3,2026-07-15T03:00:00.000Z,2026-07-15T04:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,4,2026-07-15T04:00:00.000Z,2026-07-15T05:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,5,2026-07-15T05:00:00.000Z,2026-07-15T06:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,6,2026-07-15T06:00:00.000Z,2026-07-15T07:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,7,2026-07-15T07:00:00.000Z,2026-07-15T08:00:00.000Z,0
